,dep,semaine,pop,P,T,Ti,Tp,Td,cl_age90
8383,94,2021-S44,"1406041,00","1092,00","39543,00","77,66","2,76","2812,36",0
8384,94,2021-S45,"1406041,00","1349,00","44799,00","95,94","3,01","3186,18",0
8385,94,2021-S46,"1406041,00","2534,00","55626,00","180,22","4,56","3956,21",0
8386,94,2021-S47,"1406041,00","4108,00","78954,00","292,17","5,20","5615,34",0
8387,95,2021-S44,"1248354,00","1067,00","34596,00","85,47","3,08","2771,33",0
8388,95,2021-S45,"1248354,00","1310,00","34955,00","104,94","3,75","2800,09",0
8389,95,2021-S46,"1248354,00","2469,00","46104,00","197,78","5,36","3693,18",0
8390,95,2021-S47,"1248354,00","3614,00","60441,00","289,50","5,98","4841,66",0
8391,971,2021-S44,"376879,00","187,00","13178,00","49,62","1,42","3496,61",0
8392,971,2021-S45,"376879,00","233,00","14806,00","61,82","1,57","3928,58",0
8393,971,2021-S46,"376879,00","165,00","9811,00","43,78","1,68","2603,22",0
8394,971,2021-S47,"376879,00","158,00","6477,00","41,92","2,44","1718,59",0
8395,972,2021-S44,"358749,00","353,00","15749,00","98,40","2,24","4389,98",0
8396,972,2021-S45,"358749,00","432,00","19737,00","120,42","2,19","5501,62",0
8397,972,2021-S46,"358749,00","593,00","21393,00","165,30","2,77","5963,22",0
8398,972,2021-S47,"358749,00","549,00","14876,00","153,03","3,69","4146,63",0
8399,973,2021-S44,"290691,00","392,00","5786,00","134,85","6,77","1990,43",0
8400,973,2021-S45,"290691,00","297,00","5489,00","102,17","5,41","1888,26",0
8401,973,2021-S46,"290691,00","229,00","5861,00","78,78","3,91","2016,23",0
8402,973,2021-S47,"290691,00","261,00","6267,00","89,79","4,16","2155,90",0
8403,974,2021-S44,"859959,00","896,00","22682,00","104,19","3,95","2637,57",0
8404,974,2021-S45,"859959,00","1498,00","30708,00","174,19","4,88","3570,87",0
8405,974,2021-S46,"859959,00","1932,00","37657,00","224,66","5,13","4378,93",0
8406,974,2021-S47,"859959,00","2203,00","43404,00","256,18","5,08","5047,22",0
8407,976,2021-S44,"279471,00","127,00","3357,00","45,44","3,78","1201,20",0
8408,976,2021-S45,"279471,00","85,00","3762,00","30,41","2,26","1346,11",0
8409,976,2021-S46,"279471,00","101,00","3781,00","36,14","2,67","1352,91",0
8410,976,2021-S47,"279471,00","72,00","4519,00","25,76","1,59","1616,98",0
8411,978,2021-S44,"35334,00","19,00","1454,00","53,77","1,31","4115,02",0
8412,978,2021-S45,"35334,00","20,00","1421,00","56,60","1,41","4021,62",0
8413,978,2021-S46,"35334,00","19,00","1419,00","53,77","1,34","4015,96",0
8414,978,2021-S47,"35334,00","8,00","1268,00","22,64","0,63","3588,61",0
8415,975,2021-S44,"5997,00","0,00","49,00","0,00","0,00","817,08",0
8416,975,2021-S45,"5997,00","0,00","44,00","0,00","0,00","733,70",0
8417,975,2021-S46,"5997,00","0,00","55,00","0,00","0,00","917,13",0
8418,975,2021-S47,"5997,00","0,00","40,00","0,00","0,00","667,00",0
8419,977,2021-S44,"9961,00","0,00","940,00","0,00","0,00","9436,80",0
8420,977,2021-S45,"9961,00","5,00","888,00","50,20","0,56","8914,77",0
8421,977,2021-S46,"9961,00","6,00","766,00","60,23","0,78","7689,99",0
8422,977,2021-S47,"9961,00","4,00","901,00","40,16","0,44","9045,28",0
8423,1,2021-S48,"656955,00","4101,00","44475,00","624,24","9,22","6769,87",0
8424,1,2021-S49,"656955,00","4714,00","51376,00","717,55","9,18","7820,32",0
8425,1,2021-S50,"656955,00","4452,00","48490,00","677,67","9,18","7381,02",0
8426,1,2021-S51,"656955,00","5099,00","48923,00","776,16","10,42","7446,93",0
8427,2,2021-S48,"526050,00","1521,00","23585,00","289,14","6,45","4483,41",0
8428,2,2021-S49,"526050,00","1525,00","24952,00","289,90","6,11","4743,28",0
8429,2,2021-S50,"526050,00","1477,00","25650,00","280,77","5,76","4875,96",0
8430,2,2021-S51,"526050,00","1664,00","24527,00","316,32","6,78","4662,48",0
8431,3,2021-S48,"331315,00","920,00","16871,00","277,68","5,45","5092,13",0
8432,3,2021-S49,"331315,00","1111,00","18185,00","335,33","6,11","5488,73",0
8433,3,2021-S50,"331315,00","1145,00","19325,00","345,59","5,92","5832,82",0
8434,3,2021-S51,"331315,00","1327,00","19427,00","400,53","6,83","5863,60",0
8435,4,2021-S48,"165197,00","1181,00","12907,00","714,90","9,15","7813,10",0
8436,4,2021-S49,"165197,00","1381,00","14660,00","835,97","9,42","8874,25",0
8437,4,2021-S50,"165197,00","1503,00","14863,00","909,82","10,11","8997,14",0
8438,4,2021-S51,"165197,00","1534,00","14164,00","928,59","10,83","8574,01",0
8439,5,2021-S48,"141756,00","728,00","8455,00","513,56","8,61","5964,47",0
8440,5,2021-S49,"141756,00","852,00","9017,00","601,03","9,45","6360,93",0
8441,5,2021-S50,"141756,00","1036,00","9951,00","730,83","10,41","7019,81",0
8442,5,2021-S51,"141756,00","1092,00","10472,00","770,34","10,43","7387,34",0
8443,6,2021-S48,"1079396,00","5952,00","87260,00","551,42","6,82","8084,15",0
8444,6,2021-S49,"1079396,00","8065,00","101273,00","747,18","7,96","9382,38",0
8445,6,2021-S50,"1079396,00","10388,00","124426,00","962,39","8,35","11527,37",0
8446,6,2021-S51,"1079396,00","11374,00","128510,00","1053,74","8,85","11905,73",0
8447,7,2021-S48,"326875,00","2871,00","26478,00","878,32","10,84","8100,34",0
8448,7,2021-S49,"326875,00","3071,00","28080,00","939,50","10,94","8590,44",0
8449,7,2021-S50,"326875,00","3166,00","27441,00","968,57","11,54","8394,95",0
8450,7,2021-S51,"326875,00","2785,00","27036,00","852,01","10,30","8271,05",0
8451,8,2021-S48,"265531,00","1186,00","19741,00","446,65","6,01","7434,54",0
8452,8,2021-S49,"265531,00","1032,00","18727,00","388,66","5,51","7052,66",0
8453,8,2021-S50,"265531,00","1020,00","17631,00","384,14","5,79","6639,90",0
8454,8,2021-S51,"265531,00","1095,00","15428,00","412,38","7,10","5810,24",0
8455,9,2021-S48,"152398,00","772,00","9846,00","506,57","7,84","6460,71",0
8456,9,2021-S49,"152398,00","976,00","11468,00","640,43","8,51","7525,03",0
8457,9,2021-S50,"152398,00","911,00","11765,00","597,78","7,74","7719,92",0
8458,9,2021-S51,"152398,00","826,00","11415,00","542,00","7,24","7490,26",0
8459,10,2021-S48,"309907,00","1162,00","17259,00","374,95","6,73","5569,09",0
8460,10,2021-S49,"309907,00","1149,00","18898,00","370,76","6,08","6097,96",0
8461,10,2021-S50,"309907,00","1028,00","18307,00","331,71","5,62","5907,26",0
8462,10,2021-S51,"309907,00","1299,00","18463,00","419,16","7,04","5957,59",0
8463,11,2021-S48,"372705,00","1453,00","21273,00","389,85","6,83","5707,73",0
8464,11,2021-S49,"372705,00","1942,00","27739,00","521,06","7,00","7442,62",0
8465,11,2021-S50,"372705,00","2128,00","29612,00","570,96","7,19","7945,16",0
8466,11,2021-S51,"372705,00","2446,00","30121,00","656,28","8,12","8081,73",0
8467,12,2021-S48,"278360,00","1102,00","17441,00","395,89","6,32","6265,63",0
8468,12,2021-S49,"278360,00","1495,00","20864,00","537,07","7,17","7495,33",0
8469,12,2021-S50,"278360,00","1603,00","21582,00","575,87","7,43","7753,27",0
8470,12,2021-S51,"278360,00","1382,00","19741,00","496,48","7,00","7091,90",0
8471,13,2021-S48,"2034469,00","12937,00","188537,00","635,89","6,86","9267,14",0
8472,13,2021-S49,"2034469,00","16143,00","210146,00","793,47","7,68","10329,28",0
8473,13,2021-S50,"2034469,00","18534,00","228657,00","911,00","8,11","11239,15",0
8474,13,2021-S51,"2034469,00","23146,00","256905,00","1137,69","9,01","12627,62",0
8475,14,2021-S48,"691453,00","1474,00","36269,00","213,17","4,06","5245,33",0
8476,14,2021-S49,"691453,00","1588,00","39652,00","229,66","4,00","5734,59",0
8477,14,2021-S50,"691453,00","1854,00","41055,00","268,13","4,52","5937,50",0
8478,14,2021-S51,"691453,00","3016,00","46807,00","436,18","6,44","6769,37",0
8479,15,2021-S48,"142811,00","299,00","6407,00","209,37","4,67","4486,35",0
8480,15,2021-S49,"142811,00","278,00","6939,00","194,66","4,01","4858,87",0
8481,15,2021-S50,"142811,00","350,00","7638,00","245,08","4,58","5348,33",0
8482,15,2021-S51,"142811,00","689,00","10499,00","482,46","6,56","7351,67",0
8483,16,2021-S48,"348180,00","1009,00","16534,00","289,79","6,10","4748,69",0
8484,16,2021-S49,"348180,00","1029,00","16842,00","295,54","6,11","4837,15",0
8485,16,2021-S50,"348180,00","1017,00","16916,00","292,09","6,01","4858,41",0
8486,16,2021-S51,"348180,00","989,00","15042,00","284,05","6,57","4320,18",0
8487,17,2021-S48,"647080,00","2221,00","34350,00","343,23","6,47","5308,46",0
8488,17,2021-S49,"647080,00","2211,00","36418,00","341,69","6,07","5628,05",0
8489,17,2021-S50,"647080,00","1699,00","33929,00","262,56","5,01","5243,40",0
8490,17,2021-S51,"647080,00","2432,00","37564,00","375,84","6,47","5805,16",0
8491,18,2021-S48,"296404,00","1073,00","14573,00","362,01","7,36","4916,60",0
8492,18,2021-S49,"296404,00","1088,00","15524,00","367,07","7,01","5237,45",0
8493,18,2021-S50,"296404,00","968,00","14601,00","326,58","6,63","4926,05",0
8494,18,2021-S51,"296404,00","1177,00","14773,00","397,09","7,97","4984,08",0
8495,19,2021-S48,"240336,00","767,00","12183,00","319,14","6,30","5069,15",0
8496,19,2021-S49,"240336,00","985,00","13651,00","409,84","7,22","5679,96",0
8497,19,2021-S50,"240336,00","955,00","13774,00","397,36","6,93","5731,14",0
8498,19,2021-S51,"240336,00","1049,00","13477,00","436,47","7,78","5607,57",0
8499,21,2021-S48,"532886,00","2392,00","34348,00","448,88","6,96","6445,66",0
8500,21,2021-S49,"532886,00","2898,00","38770,00","543,83","7,47","7275,48",0
8501,21,2021-S50,"532886,00","2590,00","37983,00","486,03","6,82","7127,79",0
8502,21,2021-S51,"532886,00","3172,00","40695,00","595,25","7,79","7636,72",0
8503,22,2021-S48,"596186,00","1228,00","26450,00","205,98","4,64","4436,53",0
8504,22,2021-S49,"596186,00","1352,00","29167,00","226,77","4,64","4892,27",0
8505,22,2021-S50,"596186,00","1431,00","30310,00","240,03","4,72","5083,98",0
8506,22,2021-S51,"596186,00","1701,00","30286,00","285,31","5,62","5079,96",0
8507,23,2021-S48,"116270,00","405,00","6359,00","348,33","6,37","5469,17",0
8508,23,2021-S49,"116270,00","320,00","6150,00","275,22","5,20","5289,41",0
8509,23,2021-S50,"116270,00","249,00","5141,00","214,16","4,84","4421,60",0
8510,23,2021-S51,"116270,00","302,00","4921,00","259,74","6,14","4232,39",0
8511,24,2021-S48,"408393,00","1654,00","21283,00","405,00","7,77","5211,40",0
8512,24,2021-S49,"408393,00","1768,00","24253,00","432,92","7,29","5938,64",0
8513,24,2021-S50,"408393,00","1494,00","22121,00","365,82","6,75","5416,60",0
8514,24,2021-S51,"408393,00","1760,00","20053,00","430,96","8,78","4910,22",0
8515,25,2021-S48,"539449,00","3412,00","42270,00","632,50","8,07","7835,77",0
8516,25,2021-S49,"539449,00","3901,00","46565,00","723,15","8,38","8631,96",0
8517,25,2021-S50,"539449,00","3629,00","43432,00","672,72","8,36","8051,18",0
8518,25,2021-S51,"539449,00","3301,00","38903,00","611,92","8,49","7211,62",0
8519,26,2021-S48,"520560,00","4296,00","42396,00","825,27","10,13","8144,31",0
8520,26,2021-S49,"520560,00","5401,00","50802,00","1037,54","10,63","9759,11",0
8521,26,2021-S50,"520560,00","5888,00","49285,00","1131,09","11,95","9467,69",0
8522,26,2021-S51,"520560,00","5642,00","45905,00","1083,83","12,29","8818,39",0
8523,27,2021-S48,"600687,00","1558,00","27881,00","259,37","5,59","4641,52",0
8524,27,2021-S49,"600687,00","1706,00","27761,00","284,01","6,15","4621,54",0
8525,27,2021-S50,"600687,00","1873,00","29197,00","311,81","6,42","4860,60",0
8526,27,2021-S51,"600687,00","2411,00","30007,00","401,37","8,03","4995,45",0
8527,28,2021-S48,"429425,00","1334,00","21079,00","310,65","6,33","4908,66",0
8528,28,2021-S49,"429425,00","1582,00","23444,00","368,40","6,75","5459,39",0
8529,28,2021-S50,"429425,00","1615,00","24246,00","376,08","6,66","5646,15",0
8530,28,2021-S51,"429425,00","2235,00","23801,00","520,46","9,39","5542,53",0
8531,29,2021-S48,"906554,00","2144,00","44279,00","236,50","4,84","4884,32",0
8532,29,2021-S49,"906554,00","2074,00","45331,00","228,78","4,58","5000,36",0
8533,29,2021-S50,"906554,00","2053,00","45227,00","226,46","4,54","4988,89",0
8534,29,2021-S51,"906554,00","3162,00","49121,00","348,79","6,44","5418,43",0
8535,2A,2021-S48,"162421,00","623,00","11552,00","383,57","5,39","7112,38",0
8536,2A,2021-S49,"162421,00","951,00","14722,00","585,52","6,46","9064,10",0
8537,2A,2021-S50,"162421,00","1123,00","18773,00","691,41","5,98","11558,23",0
8538,2A,2021-S51,"162421,00","1754,00","21392,00","1079,91","8,20","13170,71",0
8539,2B,2021-S48,"182258,00","926,00","13296,00","508,07","6,96","7295,15",0
8540,2B,2021-S49,"182258,00","1246,00","14774,00","683,65","8,43","8106,09",0
8541,2B,2021-S50,"182258,00","1140,00","16801,00","625,49","6,79","9218,25",0
8542,2B,2021-S51,"182258,00","1701,00","19767,00","933,29","8,61","10845,61",0
8543,30,2021-S48,"748468,00","3740,00","50400,00","499,69","7,42","6733,75",0
8544,30,2021-S49,"748468,00","5449,00","62469,00","728,02","8,72","8346,25",0
8545,30,2021-S50,"748468,00","5603,00","64662,00","748,60","8,67","8639,25",0
8546,30,2021-S51,"748468,00","5601,00","65203,00","748,33","8,59","8711,53",0
8547,31,2021-S48,"1400935,00","6676,00","104668,00","476,54","6,38","7471,30",0
8548,31,2021-S49,"1400935,00","7615,00","118995,00","543,57","6,40","8493,97",0
8549,31,2021-S50,"1400935,00","7258,00","121198,00","518,08","5,99","8651,22",0
8550,31,2021-S51,"1400935,00","9379,00","135237,00","669,48","6,94","9653,34",0
8551,32,2021-S48,"190040,00","965,00","13453,00","507,79","7,17","7079,04",0
8552,32,2021-S49,"190040,00","1038,00","14460,00","546,20","7,18","7608,92",0
8553,32,2021-S50,"190040,00","733,00","13336,00","385,71","5,50","7017,47",0
8554,32,2021-S51,"190040,00","759,00","11845,00","399,39","6,41","6232,90",0
8555,33,2021-S48,"1633440,00","8042,00","119017,00","492,34","6,76","7286,28",0
8556,33,2021-S49,"1633440,00","8600,00","127620,00","526,50","6,74","7812,96",0
8557,33,2021-S50,"1633440,00","8131,00","128405,00","497,78","6,33","7861,02",0
8558,33,2021-S51,"1633440,00","11460,00","138990,00","701,59","8,25","8509,04",0
8559,34,2021-S48,"1176145,00","7017,00","95032,00","596,61","7,38","8079,96",0
8560,34,2021-S49,"1176145,00","7788,00","104692,00","662,16","7,44","8901,28",0
8561,34,2021-S50,"1176145,00","8226,00","107456,00","699,40","7,66","9136,29",0
8562,34,2021-S51,"1176145,00","10154,00","119396,00","863,33","8,50","10151,47",0
8563,35,2021-S48,"1082073,00","3793,00","67031,00","350,53","5,66","6194,68",0
8564,35,2021-S49,"1082073,00","3863,00","70064,00","357,00","5,51","6474,98",0
8565,35,2021-S50,"1082073,00","3912,00","72179,00","361,53","5,42","6670,44",0
8566,35,2021-S51,"1082073,00","6094,00","83555,00","563,18","7,29","7721,75",0
8567,36,2021-S48,"217139,00","429,00","7865,00","197,57","5,45","3622,10",0
8568,36,2021-S49,"217139,00","504,00","9539,00","232,11","5,28","4393,04",0
8569,36,2021-S50,"217139,00","489,00","9409,00","225,20","5,20","4333,17",0
8570,36,2021-S51,"217139,00","526,00","9287,00","242,24","5,66","4276,98",0
8571,37,2021-S48,"605380,00","1951,00","34012,00","322,28","5,74","5618,29",0
8572,37,2021-S49,"605380,00","2082,00","36169,00","343,92","5,76","5974,59",0
8573,37,2021-S50,"605380,00","1993,00","37158,00","329,21","5,36","6137,96",0
8574,37,2021-S51,"605380,00","2526,00","39989,00","417,26","6,32","6605,60",0
8575,38,2021-S48,"1264979,00","6900,00","85257,00","545,46","8,09","6739,80",0
8576,38,2021-S49,"1264979,00","8188,00","95121,00","647,28","8,61","7519,57",0
8577,38,2021-S50,"1264979,00","9285,00","102456,00","734,00","9,06","8099,42",0
8578,38,2021-S51,"1264979,00","12290,00","110987,00","971,56","11,07","8773,82",0
8579,39,2021-S48,"257849,00","1713,00","20283,00","664,34","8,45","7866,23",0
8580,39,2021-S49,"257849,00","1801,00","20860,00","698,47","8,63","8090,01",0
8581,39,2021-S50,"257849,00","1336,00","17622,00","518,13","7,58","6834,23",0
8582,39,2021-S51,"257849,00","1218,00","15960,00","472,37","7,63","6189,67",0
8583,40,2021-S48,"411979,00","1983,00","27650,00","481,34","7,17","6711,51",0
8584,40,2021-S49,"411979,00","1834,00","25610,00","445,17","7,16","6216,34",0
8585,40,2021-S50,"411979,00","1610,00","24454,00","390,80","6,58","5935,74",0
8586,40,2021-S51,"411979,00","2144,00","26937,00","520,41","7,96","6538,44",0
8587,41,2021-S48,"327835,00","595,00","13463,00","181,49","4,42","4106,64",0
8588,41,2021-S49,"327835,00","684,00","14022,00","208,64","4,88","4277,15",0
8589,41,2021-S50,"327835,00","651,00","13810,00","198,58","4,71","4212,48",0
8590,41,2021-S51,"327835,00","882,00","15491,00","269,04","5,69","4725,24",0
8591,42,2021-S48,"764737,00","4414,00","53726,00","577,19","8,22","7025,42",0
8592,42,2021-S49,"764737,00","4899,00","57992,00","640,61","8,45","7583,26",0
8593,42,2021-S50,"764737,00","5204,00","57740,00","680,50","9,01","7550,31",0
8594,42,2021-S51,"764737,00","6031,00","60620,00","788,64","9,95","7926,91",0
8595,43,2021-S48,"226901,00","1262,00","14266,00","556,19","8,85","6287,32",0
8596,43,2021-S49,"226901,00","1419,00","16067,00","625,38","8,83","7081,06",0
8597,43,2021-S50,"226901,00","1518,00","16160,00","669,01","9,39","7122,05",0
8598,43,2021-S51,"226901,00","1618,00","16687,00","713,09","9,70","7354,31",0
8599,44,2021-S48,"1437137,00","6183,00","98015,00","430,23","6,31","6820,16",0
8600,44,2021-S49,"1437137,00","6488,00","103933,00","451,45","6,24","7231,95",0
8601,44,2021-S50,"1437137,00","6216,00","103382,00","432,53","6,01","7193,61",0
8602,44,2021-S51,"1437137,00","8179,00","110077,00","569,12","7,43","7659,46",0
8603,45,2021-S48,"682890,00","2603,00","34988,00","381,17","7,44","5123,52",0
8604,45,2021-S49,"682890,00","2987,00","39296,00","437,41","7,60","5754,37",0
8605,45,2021-S50,"682890,00","2864,00","40236,00","419,39","7,12","5892,02",0
8606,45,2021-S51,"682890,00","3380,00","38547,00","494,96","8,77","5644,69",0
8607,46,2021-S48,"173166,00","842,00","11096,00","486,24","7,59","6407,72",0
8608,46,2021-S49,"173166,00","1004,00","12690,00","579,79","7,91","7328,23",0
8609,46,2021-S50,"173166,00","964,00","11989,00","556,69","8,04","6923,41",0
8610,46,2021-S51,"173166,00","1074,00","12293,00","620,21","8,74","7098,97",0
8611,47,2021-S48,"330336,00","2225,00","26337,00","673,56","8,45","7972,79",0
8612,47,2021-S49,"330336,00","2195,00","26643,00","664,47","8,24","8065,42",0
8613,47,2021-S50,"330336,00","1834,00","23708,00","555,19","7,74","7176,94",0
8614,47,2021-S51,"330336,00","1675,00","20240,00","507,06","8,28","6127,09",0
8615,48,2021-S48,"76286,00","127,00","2348,00","166,48","5,41","3077,89",0
8616,48,2021-S49,"76286,00","251,00","3177,00","329,02","7,90","4164,59",0
8617,48,2021-S50,"76286,00","250,00","3763,00","327,71","6,64","4932,75",0
8618,48,2021-S51,"76286,00","288,00","3540,00","377,53","8,14","4640,43",0
8619,49,2021-S48,"815881,00","3047,00","47429,00","373,46","6,42","5813,23",0
8620,49,2021-S49,"815881,00","3273,00","48868,00","401,16","6,70","5989,60",0
8621,49,2021-S50,"815881,00","3061,00","48261,00","375,18","6,34","5915,20",0
8622,49,2021-S51,"815881,00","3422,00","49741,00","419,42","6,88","6096,60",0
8623,50,2021-S48,"490669,00","1003,00","21878,00","204,41","4,58","4458,81",0
8624,50,2021-S49,"490669,00","1141,00","22845,00","232,54","4,99","4655,89",0
8625,50,2021-S50,"490669,00","1091,00","22775,00","222,35","4,79","4641,62",0
8626,50,2021-S51,"490669,00","1608,00","24289,00","327,72","6,62","4950,18",0
8627,51,2021-S48,"563823,00","1833,00","33537,00","325,10","5,47","5948,14",0
8628,51,2021-S49,"563823,00","2047,00","36487,00","363,06","5,61","6471,36",0
8629,51,2021-S50,"563823,00","2138,00","38103,00","379,20","5,61","6757,97",0
8630,51,2021-S51,"563823,00","3092,00","38700,00","548,40","7,99","6863,86",0
8631,52,2021-S48,"169250,00","465,00","7288,00","274,74","6,38","4306,06",0
8632,52,2021-S49,"169250,00","578,00","8727,00","341,51","6,62","5156,28",0
8633,52,2021-S50,"169250,00","593,00","8491,00","350,37","6,98","5016,84",0
8634,52,2021-S51,"169250,00","595,00","8778,00","351,55","6,78","5186,41",0
8635,53,2021-S48,"305365,00","661,00","13364,00","216,46","4,95","4376,40",0
8636,53,2021-S49,"305365,00","901,00","15848,00","295,06","5,69","5189,85",0
8637,53,2021-S50,"305365,00","837,00","14935,00","274,10","5,60","4890,87",0
8638,53,2021-S51,"305365,00","1086,00","15670,00","355,64","6,93","5131,56",0
8639,54,2021-S48,"730398,00","2945,00","50305,00","403,20","5,85","6887,34",0
8640,54,2021-S49,"730398,00","3144,00","52370,00","430,45","6,00","7170,06",0
8641,54,2021-S50,"730398,00","2973,00","52205,00","407,04","5,69","7147,47",0
8642,54,2021-S51,"730398,00","3431,00","52134,00","469,74","6,58","7137,75",0
8643,55,2021-S48,"181641,00","483,00","8546,00","265,91","5,65","4704,88",0
8644,55,2021-S49,"181641,00","577,00","9791,00","317,66","5,89","5390,30",0
8645,55,2021-S50,"181641,00","564,00","9799,00","310,50","5,76","5394,71",0
8646,55,2021-S51,"181641,00","596,00","9806,00","328,12","6,08","5398,56",0
8647,56,2021-S48,"755566,00","2821,00","43008,00","373,36","6,56","5692,16",0
8648,56,2021-S49,"755566,00","2829,00","44793,00","374,42","6,32","5928,40",0
8649,56,2021-S50,"755566,00","2490,00","41936,00","329,55","5,94","5550,28",0
8650,56,2021-S51,"755566,00","3131,00","44505,00","414,39","7,04","5890,29",0
8651,57,2021-S48,"1035866,00","3820,00","69114,00","368,77","5,53","6672,10",0
8652,57,2021-S49,"1035866,00","3904,00","73501,00","376,88","5,31","7095,61",0
8653,57,2021-S50,"1035866,00","4029,00","73124,00","388,95","5,51","7059,21",0
8654,57,2021-S51,"1035866,00","4588,00","74755,00","442,91","6,14","7216,67",0
8655,58,2021-S48,"199596,00","586,00","8563,00","293,59","6,84","4290,17",0
8656,58,2021-S49,"199596,00","595,00","9208,00","298,10","6,46","4613,32",0
8657,58,2021-S50,"199596,00","494,00","8260,00","247,50","5,98","4138,36",0
8658,58,2021-S51,"199596,00","643,00","8743,00","322,15","7,35","4380,35",0
8659,59,2021-S48,"2588988,00","13814,00","212457,00","533,57","6,50","8206,18",0
8660,59,2021-S49,"2588988,00","14255,00","217986,00","550,60","6,54","8419,74",0
8661,59,2021-S50,"2588988,00","13797,00","225170,00","532,91","6,13","8697,22",0
8662,59,2021-S51,"2588988,00","14301,00","208585,00","552,38","6,86","8056,62",0
8663,60,2021-S48,"825077,00","2550,00","45099,00","309,06","5,65","5466,04",0
8664,60,2021-S49,"825077,00","2945,00","49642,00","356,94","5,93","6016,65",0
8665,60,2021-S50,"825077,00","3437,00","52038,00","416,57","6,60","6307,05",0
8666,60,2021-S51,"825077,00","5220,00","55333,00","632,67","9,43","6706,40",0
8667,61,2021-S48,"276903,00","807,00","13138,00","291,44","6,14","4744,62",0
8668,61,2021-S49,"276903,00","732,00","13110,00","264,35","5,58","4734,51",0
8669,61,2021-S50,"276903,00","858,00","13920,00","309,86","6,16","5027,03",0
8670,61,2021-S51,"276903,00","983,00","14958,00","355,00","6,57","5401,89",0
8671,62,2021-S48,"1452778,00","5483,00","92983,00","377,41","5,90","6400,36",0
8672,62,2021-S49,"1452778,00","6276,00","99485,00","432,00","6,31","6847,92",0
8673,62,2021-S50,"1452778,00","5519,00","93326,00","379,89","5,91","6423,97",0
8674,62,2021-S51,"1452778,00","4562,00","77873,00","314,02","5,86","5360,28",0
8675,63,2021-S48,"660240,00","2785,00","40681,00","421,82","6,85","6161,55",0
8676,63,2021-S49,"660240,00","2839,00","46379,00","430,00","6,12","7024,57",0
8677,63,2021-S50,"660240,00","3554,00","47041,00","538,29","7,56","7124,83",0
8678,63,2021-S51,"660240,00","5707,00","58446,00","864,38","9,76","8852,24",0
8679,64,2021-S48,"683169,00","4149,00","59890,00","607,32","6,93","8766,50",0
8680,64,2021-S49,"683169,00","3863,00","59007,00","565,45","6,55","8637,25",0
8681,64,2021-S50,"683169,00","3514,00","53902,00","514,37","6,52","7889,99",0
8682,64,2021-S51,"683169,00","4694,00","54433,00","687,09","8,62","7967,72",0
8683,65,2021-S48,"226839,00","1522,00","17971,00","670,96","8,47","7922,36",0
8684,65,2021-S49,"226839,00","1379,00","18533,00","607,92","7,44","8170,11",0
8685,65,2021-S50,"226839,00","1091,00","16488,00","480,96","6,62","7268,59",0
8686,65,2021-S51,"226839,00","1267,00","15560,00","558,55","8,14","6859,49",0
8687,66,2021-S48,"479000,00","2912,00","36577,00","607,93","7,96","7636,12",0
8688,66,2021-S49,"479000,00","3329,00","41643,00","694,99","7,99","8693,74",0
8689,66,2021-S50,"479000,00","3781,00","41421,00","789,35","9,13","8647,39",0
8690,66,2021-S51,"479000,00","3920,00","39155,00","818,37","10,01","8174,32",0
8691,67,2021-S48,"1132607,00","6880,00","104423,00","607,45","6,59","9219,70",0
8692,67,2021-S49,"1132607,00","7623,00","114274,00","673,05","6,67","10089,47",0
8693,67,2021-S50,"1132607,00","7325,00","110905,00","646,74","6,60","9792,01",0
8694,67,2021-S51,"1132607,00","9221,00","121985,00","814,14","7,56","10770,29",0
8695,68,2021-S48,"763204,00","4747,00","65692,00","621,98","7,23","8607,40",0
8696,68,2021-S49,"763204,00","5409,00","70785,00","708,72","7,64","9274,71",0
8697,68,2021-S50,"763204,00","5060,00","68569,00","662,99","7,38","8984,36",0
8698,68,2021-S51,"763204,00","4870,00","65049,00","638,10","7,49","8523,15",0
8699,69,2021-S48,"1876051,00","12544,00","160124,00","668,64","7,83","8535,16",0
8700,69,2021-S49,"1876051,00","13705,00","172760,00","730,52","7,93","9208,71",0
8701,69,2021-S50,"1876051,00","13912,00","178894,00","741,56","7,78","9535,67",0
8702,69,2021-S51,"1876051,00","19810,00","207117,00","1055,94","9,56","11040,05",0
8703,70,2021-S48,"233194,00","902,00","12395,00","386,80","7,28","5315,32",0
8704,70,2021-S49,"233194,00","1101,00","14616,00","472,14","7,53","6267,74",0
8705,70,2021-S50,"233194,00","1194,00","15665,00","512,02","7,62","6717,58",0
8706,70,2021-S51,"233194,00","1162,00","14321,00","498,30","8,11","6141,24",0
8707,71,2021-S48,"547824,00","2961,00","32922,00","540,50","8,99","6009,59",0
8708,71,2021-S49,"547824,00","3248,00","36004,00","592,89","9,02","6572,18",0
8709,71,2021-S50,"547824,00","2765,00","32123,00","504,72","8,61","5863,74",0
8710,71,2021-S51,"547824,00","2986,00","32101,00","545,07","9,30","5859,73",0
8711,72,2021-S48,"560227,00","1567,00","28044,00","279,71","5,59","5005,83",0
8712,72,2021-S49,"560227,00","1650,00","29024,00","294,52","5,68","5180,76",0
8713,72,2021-S50,"560227,00","1686,00","29059,00","300,95","5,80","5187,00",0
8714,72,2021-S51,"560227,00","2574,00","31896,00","459,46","8,07","5693,41",0
8715,73,2021-S48,"432548,00","2613,00","29024,00","604,09","9,00","6710,01",0
