,dep,semaine,pop,P,T,Ti,Tp,Td,cl_age90
8716,73,2021-S49,"432548,00","2908,00","31594,00","672,30","9,20","7304,16",0
8717,73,2021-S50,"432548,00","3444,00","35226,00","796,21","9,78","8143,84",0
8718,73,2021-S51,"432548,00","5446,00","35959,00","1259,05","15,15","8313,30",0
8719,74,2021-S48,"828405,00","5619,00","61859,00","678,29","9,08","7467,24",0
8720,74,2021-S49,"828405,00","6400,00","64241,00","772,57","9,96","7754,78",0
8721,74,2021-S50,"828405,00","7290,00","71235,00","880,00","10,23","8599,05",0
8722,74,2021-S51,"828405,00","9135,00","73469,00","1102,72","12,43","8868,73",0
8723,75,2021-S48,"2148271,00","13040,00","248963,00","607,00","5,24","11588,99",0
8724,75,2021-S49,"2148271,00","14224,00","273466,00","662,11","5,20","12729,59",0
8725,75,2021-S50,"2148271,00","21782,00","353045,00","1013,93","6,17","16433,91",0
8726,75,2021-S51,"2148271,00","46327,00","455797,00","2156,48","10,16","21216,92",0
8727,76,2021-S48,"1243788,00","3060,00","74867,00","246,02","4,09","6019,27",0
8728,76,2021-S49,"1243788,00","3794,00","81417,00","305,04","4,66","6545,89",0
8729,76,2021-S50,"1243788,00","4264,00","85657,00","342,82","4,98","6886,78",0
8730,76,2021-S51,"1243788,00","6514,00","81181,00","523,72","8,02","6526,92",0
8731,77,2021-S48,"1423607,00","5238,00","85157,00","367,94","6,15","5981,78",0
8732,77,2021-S49,"1423607,00","6407,00","98048,00","450,05","6,53","6887,29",0
8733,77,2021-S50,"1423607,00","8495,00","112827,00","596,72","7,53","7925,43",0
8734,77,2021-S51,"1423607,00","14692,00","128998,00","1032,03","11,39","9061,35",0
8735,78,2021-S48,"1448625,00","6463,00","103371,00","446,15","6,25","7135,80",0
8736,78,2021-S49,"1448625,00","6765,00","106280,00","466,99","6,37","7336,61",0
8737,78,2021-S50,"1448625,00","8358,00","122174,00","576,96","6,84","8433,79",0
8738,78,2021-S51,"1448625,00","15372,00","150791,00","1061,14","10,19","10409,25",0
8739,79,2021-S48,"372627,00","845,00","15450,00","226,77","5,47","4146,24",0
8740,79,2021-S49,"372627,00","1023,00","19215,00","274,54","5,32","5156,63",0
8741,79,2021-S50,"372627,00","962,00","19251,00","258,17","5,00","5166,29",0
8742,79,2021-S51,"372627,00","1111,00","19873,00","298,15","5,59","5333,22",0
8743,80,2021-S48,"569769,00","1592,00","29324,00","279,41","5,43","5146,65",0
8744,80,2021-S49,"569769,00","1831,00","34103,00","321,36","5,37","5985,41",0
8745,80,2021-S50,"569769,00","1878,00","33418,00","329,61","5,62","5865,18",0
8746,80,2021-S51,"569769,00","2204,00","32073,00","386,82","6,87","5629,12",0
8747,81,2021-S48,"387898,00","1164,00","19422,00","300,08","5,99","5006,99",0
8748,81,2021-S49,"387898,00","1357,00","22723,00","349,83","5,97","5857,98",0
8749,81,2021-S50,"387898,00","1451,00","22384,00","374,07","6,48","5770,59",0
8750,81,2021-S51,"387898,00","1768,00","22500,00","455,79","7,86","5800,49",0
8751,82,2021-S48,"262618,00","1088,00","17130,00","414,29","6,35","6522,78",0
8752,82,2021-S49,"262618,00","1161,00","17389,00","442,09","6,68","6621,40",0
8753,82,2021-S50,"262618,00","1059,00","17247,00","403,25","6,14","6567,33",0
8754,82,2021-S51,"262618,00","1132,00","16092,00","431,04","7,03","6127,53",0
8755,83,2021-S48,"1073836,00","5693,00","79491,00","530,16","7,16","7402,53",0
8756,83,2021-S49,"1073836,00","7715,00","92146,00","718,45","8,37","8581,01",0
8757,83,2021-S50,"1073836,00","9540,00","102942,00","888,40","9,27","9586,38",0
8758,83,2021-S51,"1073836,00","10804,00","107894,00","1006,11","10,01","10047,53",0
8759,84,2021-S48,"560997,00","3398,00","39219,00","605,71","8,66","6990,95",0
8760,84,2021-S49,"560997,00","4745,00","47877,00","845,82","9,91","8534,27",0
8761,84,2021-S50,"560997,00","5074,00","50356,00","904,46","10,08","8976,16",0
8762,84,2021-S51,"560997,00","4855,00","48006,00","865,42","10,11","8557,26",0
8763,85,2021-S48,"683187,00","2627,00","40992,00","384,52","6,41","6000,11",0
8764,85,2021-S49,"683187,00","2713,00","44826,00","397,11","6,05","6561,31",0
8765,85,2021-S50,"683187,00","2195,00","39015,00","321,29","5,63","5710,73",0
8766,85,2021-S51,"683187,00","2545,00","39835,00","372,52","6,39","5830,76",0
8767,86,2021-S48,"437398,00","1309,00","22067,00","299,27","5,93","5045,06",0
8768,86,2021-S49,"437398,00","1398,00","24331,00","319,62","5,75","5562,67",0
8769,86,2021-S50,"437398,00","1235,00","22922,00","282,35","5,39","5240,54",0
8770,86,2021-S51,"437398,00","1306,00","23445,00","298,58","5,57","5360,11",0
8771,87,2021-S48,"370774,00","1095,00","17644,00","295,33","6,21","4758,69",0
8772,87,2021-S49,"370774,00","1294,00","21091,00","349,00","6,14","5688,37",0
8773,87,2021-S50,"370774,00","962,00","18540,00","259,46","5,19","5000,35",0
8774,87,2021-S51,"370774,00","1195,00","20097,00","322,30","5,95","5420,28",0
8775,88,2021-S48,"359520,00","1256,00","20939,00","349,35","6,00","5824,15",0
8776,88,2021-S49,"359520,00","1260,00","22237,00","350,47","5,67","6185,19",0
8777,88,2021-S50,"359520,00","1194,00","22175,00","332,11","5,38","6167,95",0
8778,88,2021-S51,"359520,00","1127,00","19573,00","313,47","5,76","5444,20",0
8779,89,2021-S48,"332096,00","982,00","14921,00","295,70","6,58","4492,98",0
8780,89,2021-S49,"332096,00","1262,00","18382,00","380,01","6,87","5535,15",0
8781,89,2021-S50,"332096,00","1247,00","18561,00","375,49","6,72","5589,05",0
8782,89,2021-S51,"332096,00","1580,00","18877,00","475,77","8,37","5684,20",0
8783,90,2021-S48,"140145,00","690,00","9360,00","492,35","7,37","6678,80",0
8784,90,2021-S49,"140145,00","766,00","10130,00","546,58","7,56","7228,23",0
8785,90,2021-S50,"140145,00","745,00","9979,00","531,59","7,47","7120,48",0
8786,90,2021-S51,"140145,00","741,00","9203,00","528,74","8,05","6566,77",0
8787,91,2021-S48,"1319401,00","4637,00","80864,00","351,45","5,73","6128,84",0
8788,91,2021-S49,"1319401,00","5840,00","92507,00","442,63","6,31","7011,29",0
8789,91,2021-S50,"1319401,00","7112,00","105442,00","539,03","6,74","7991,66",0
8790,91,2021-S51,"1319401,00","13091,00","122413,00","992,19","10,69","9277,92",0
8791,92,2021-S48,"1613762,00","8030,00","145364,00","497,60","5,52","9007,77",0
8792,92,2021-S49,"1613762,00","8645,00","154563,00","535,70","5,59","9577,81",0
8793,92,2021-S50,"1613762,00","11928,00","190105,00","739,14","6,27","11780,24",0
8794,92,2021-S51,"1613762,00","24699,00","252092,00","1530,52","9,80","15621,39",0
8795,93,2021-S48,"1670149,00","6478,00","113663,00","387,87","5,70","6805,56",0
8796,93,2021-S49,"1670149,00","7547,00","124310,00","451,88","6,07","7443,05",0
8797,93,2021-S50,"1670149,00","9363,00","138837,00","560,61","6,74","8312,85",0
8798,93,2021-S51,"1670149,00","19524,00","156656,00","1169,00","12,46","9379,76",0
8799,94,2021-S48,"1406041,00","6170,00","107819,00","438,82","5,72","7668,27",0
8800,94,2021-S49,"1406041,00","7232,00","119232,00","514,35","6,07","8479,98",0
8801,94,2021-S50,"1406041,00","9510,00","135426,00","676,37","7,02","9631,72",0
8802,94,2021-S51,"1406041,00","19697,00","169444,00","1400,88","11,62","12051,14",0
8803,95,2021-S48,"1248354,00","5220,00","82708,00","418,15","6,31","6625,36",0
8804,95,2021-S49,"1248354,00","5964,00","90568,00","477,75","6,59","7254,99",0
8805,95,2021-S50,"1248354,00","7527,00","103472,00","602,95","7,27","8288,67",0
8806,95,2021-S51,"1248354,00","14372,00","121877,00","1151,28","11,79","9763,02",0
8807,971,2021-S48,"376879,00","144,00","8609,00","38,21","1,67","2284,29",0
8808,971,2021-S49,"376879,00","190,00","11555,00","50,41","1,64","3065,97",0
8809,971,2021-S50,"376879,00","248,00","19888,00","65,80","1,25","5277,03",0
8810,971,2021-S51,"376879,00","685,00","18540,00","181,76","3,69","4919,35",0
8811,972,2021-S48,"358749,00","632,00","14251,00","176,17","4,43","3972,42",0
8812,972,2021-S49,"358749,00","618,00","22128,00","172,27","2,79","6168,10",0
8813,972,2021-S50,"358749,00","685,00","28779,00","190,94","2,38","8022,04",0
8814,972,2021-S51,"358749,00","902,00","23283,00","251,43","3,87","6490,05",0
8815,973,2021-S48,"290691,00","263,00","7195,00","90,47","3,66","2475,14",0
8816,973,2021-S49,"290691,00","305,00","7902,00","104,92","3,86","2718,35",0
8817,973,2021-S50,"290691,00","364,00","8478,00","125,22","4,29","2916,50",0
8818,973,2021-S51,"290691,00","527,00","7813,00","181,29","6,75","2687,73",0
8819,974,2021-S48,"859959,00","2690,00","52041,00","312,81","5,17","6051,57",0
8820,974,2021-S49,"859959,00","3401,00","56333,00","395,48","6,04","6550,66",0
8821,974,2021-S50,"859959,00","5000,00","62319,00","581,42","8,02","7246,74",0
8822,974,2021-S51,"859959,00","5779,00","45854,00","672,01","12,60","5332,11",0
8823,976,2021-S48,"279471,00","72,00","5124,00","25,76","1,41","1833,46",0
8824,976,2021-S49,"279471,00","89,00","7708,00","31,85","1,15","2758,07",0
8825,976,2021-S50,"279471,00","110,00","7645,00","39,36","1,44","2735,53",0
8826,976,2021-S51,"279471,00","324,00","6668,00","115,93","4,86","2385,94",0
8827,978,2021-S48,"35334,00","20,00","1417,00","56,60","1,41","4010,30",0
8828,978,2021-S49,"35334,00","16,00","1852,00","45,28","0,86","5241,41",0
8829,978,2021-S50,"35334,00","43,00","2594,00","121,70","1,66","7341,37",0
8830,978,2021-S51,"35334,00","130,00","2416,00","367,92","5,38","6837,61",0
8831,975,2021-S48,"5997,00","0,00","30,00","0,00","0,00","500,25",0
8832,975,2021-S49,"5997,00","0,00","43,00","0,00","0,00","717,03",0
8833,975,2021-S50,"5997,00","1,00","28,00","16,68","3,57","466,90",0
8834,975,2021-S51,"5997,00","2,00","32,00","33,35","6,25","533,60",0
8835,977,2021-S48,"9961,00","9,00","988,00","90,35","0,91","9918,68",0
8836,977,2021-S49,"9961,00","12,00","1302,00","120,47","0,92","13070,98",0
8837,977,2021-S50,"9961,00","33,00","1979,00","331,29","1,67","19867,48",0
8838,977,2021-S51,"9961,00","258,00","1954,00","2590,10","13,20","19616,50",0
8839,1,2021-S52,"656955,00","10632,00","53721,00","1618,38","19,79","8177,27",0
8840,1,2022-S01,"656955,00","18506,00","81401,00","2816,94","22,73","12390,65",0
8841,1,2022-S02,"656955,00","21915,00","72859,00","3335,84","30,08","11090,41",0
8842,1,2022-S03,"656955,00","28098,00","70392,00","4277,01","39,92","10714,89",0
8843,1,2022-S04,"656955,00","24347,00","57994,00","3706,04","41,98","8827,70",0
8844,2,2021-S52,"526050,00","5388,00","34305,00","1024,24","15,71","6521,24",0
8845,2,2022-S01,"526050,00","10418,00","59098,00","1980,42","17,63","11234,29",0
8846,2,2022-S02,"526050,00","11980,00","54890,00","2277,35","21,83","10434,37",0
8847,2,2022-S03,"526050,00","17121,00","54780,00","3254,63","31,25","10413,46",0
8848,2,2022-S04,"526050,00","17180,00","48457,00","3265,85","35,45","9211,48",0
8849,3,2021-S52,"331315,00","3509,00","23518,00","1059,11","14,92","7098,38",0
8850,3,2022-S01,"331315,00","5603,00","35334,00","1691,14","15,86","10664,78",0
8851,3,2022-S02,"331315,00","6294,00","29840,00","1899,70","21,09","9006,53",0
8852,3,2022-S03,"331315,00","9118,00","30061,00","2752,06","30,33","9073,24",0
8853,3,2022-S04,"331315,00","10138,00","30468,00","3059,93","33,27","9196,08",0
8854,4,2021-S52,"165197,00","2494,00","14271,00","1509,71","17,48","8638,78",0
8855,4,2022-S01,"165197,00","3600,00","18863,00","2179,22","19,08","11418,49",0
8856,4,2022-S02,"165197,00","3963,00","16691,00","2398,95","23,74","10103,69",0
8857,4,2022-S03,"165197,00","4900,00","15809,00","2966,16","31,00","9569,79",0
8858,4,2022-S04,"165197,00","5365,00","14987,00","3247,64","35,80","9072,20",0
8859,5,2021-S52,"141756,00","2264,00","12234,00","1597,11","18,51","8630,32",0
8860,5,2022-S01,"141756,00","4214,00","18169,00","2972,71","23,19","12817,09",0
8861,5,2022-S02,"141756,00","5188,00","16739,00","3659,81","30,99","11808,32",0
8862,5,2022-S03,"141756,00","5765,00","14539,00","4066,85","39,65","10256,36",0
8863,5,2022-S04,"141756,00","4531,00","11429,00","3196,34","39,64","8062,45",0
8864,6,2021-S52,"1079396,00","19010,00","129013,00","1761,17","14,73","11952,33",0
8865,6,2022-S01,"1079396,00","31810,00","168503,00","2947,02","18,88","15610,86",0
8866,6,2022-S02,"1079396,00","39046,00","166940,00","3617,39","23,39","15466,06",0
8867,6,2022-S03,"1079396,00","46231,00","154931,00","4283,04","29,84","14353,49",0
8868,6,2022-S04,"1079396,00","35939,00","119141,00","3329,55","30,17","11037,75",0
8869,7,2021-S52,"326875,00","4777,00","27242,00","1461,41","17,54","8334,07",0
8870,7,2022-S01,"326875,00","7576,00","36406,00","2317,71","20,81","11137,59",0
8871,7,2022-S02,"326875,00","7995,00","30578,00","2445,89","26,15","9354,65",0
8872,7,2022-S03,"326875,00","11277,00","32474,00","3449,94","34,73","9934,68",0
8873,7,2022-S04,"326875,00","10639,00","28254,00","3254,76","37,65","8643,67",0
8874,8,2021-S52,"265531,00","3168,00","21298,00","1193,08","14,87","8020,91",0
8875,8,2022-S01,"265531,00","5610,00","34401,00","2112,75","16,31","12955,55",0
8876,8,2022-S02,"265531,00","6335,00","31269,00","2385,79","20,26","11776,03",0
8877,8,2022-S03,"265531,00","8677,00","31725,00","3267,79","27,35","11947,76",0
8878,8,2022-S04,"265531,00","9707,00","29872,00","3655,69","32,50","11249,91",0
8879,9,2021-S52,"152398,00","1589,00","11903,00","1042,66","13,35","7810,47",0
8880,9,2022-S01,"152398,00","2476,00","16624,00","1624,69","14,89","10908,28",0
8881,9,2022-S02,"152398,00","3454,00","16417,00","2266,43","21,04","10772,45",0
8882,9,2022-S03,"152398,00","5346,00","17120,00","3507,92","31,23","11233,74",0
8883,9,2022-S04,"152398,00","6024,00","16906,00","3952,81","35,63","11093,32",0
8884,10,2021-S52,"309907,00","3540,00","25258,00","1142,28","14,02","8150,19",0
8885,10,2022-S01,"309907,00","6367,00","37135,00","2054,49","17,15","11982,63",0
8886,10,2022-S02,"309907,00","7915,00","33537,00","2553,99","23,60","10821,63",0
8887,10,2022-S03,"309907,00","10196,00","32022,00","3290,02","31,84","10332,78",0
8888,10,2022-S04,"309907,00","9954,00","27843,00","3211,93","35,75","8984,31",0
8889,11,2021-S52,"372705,00","5006,00","35842,00","1343,15","13,97","9616,72",0
8890,11,2022-S01,"372705,00","8032,00","49941,00","2155,06","16,08","13399,61",0
8891,11,2022-S02,"372705,00","8529,00","42790,00","2288,41","19,93","11480,93",0
8892,11,2022-S03,"372705,00","11776,00","41592,00","3159,60","28,31","11159,50",0
8893,11,2022-S04,"372705,00","12388,00","38788,00","3323,81","31,94","10407,16",0
8894,12,2021-S52,"278360,00","3168,00","22523,00","1138,09","14,07","8091,32",0
8895,12,2022-S01,"278360,00","5909,00","34247,00","2122,79","17,25","12303,13",0
8896,12,2022-S02,"278360,00","7287,00","31253,00","2617,83","23,32","11227,55",0
8897,12,2022-S03,"278360,00","10883,00","31550,00","3909,69","34,49","11334,24",0
8898,12,2022-S04,"278360,00","11951,00","29972,00","4293,36","39,87","10767,35",0
8899,13,2021-S52,"2034469,00","39594,00","260613,00","1946,16","15,19","12809,88",0
8900,13,2022-S01,"2034469,00","58439,00","329278,00","2872,44","17,75","16184,96",0
8901,13,2022-S02,"2034469,00","67561,00","314459,00","3320,82","21,48","15456,56",0
8902,13,2022-S03,"2034469,00","83844,00","303953,00","4121,17","27,58","14940,16",0
8903,13,2022-S04,"2034469,00","73819,00","255472,00","3628,42","28,90","12557,18",0
8904,14,2021-S52,"691453,00","9011,00","63276,00","1303,20","14,24","9151,16",0
8905,14,2022-S01,"691453,00","14706,00","89414,00","2126,83","16,45","12931,32",0
8906,14,2022-S02,"691453,00","16352,00","78989,00","2364,88","20,70","11423,62",0
8907,14,2022-S03,"691453,00","22492,00","77756,00","3252,86","28,93","11245,31",0
8908,14,2022-S04,"691453,00","23437,00","72208,00","3389,53","32,46","10442,94",0
8909,15,2021-S52,"142811,00","1584,00","12337,00","1109,16","12,84","8638,69",0
8910,15,2022-S01,"142811,00","2306,00","16250,00","1614,72","14,19","11378,67",0
8911,15,2022-S02,"142811,00","2408,00","14096,00","1686,14","17,08","9870,39",0
8912,15,2022-S03,"142811,00","3280,00","13539,00","2296,74","24,23","9480,36",0
8913,15,2022-S04,"142811,00","4519,00","13975,00","3164,32","32,34","9785,66",0
8914,16,2021-S52,"348180,00","2635,00","18441,00","756,79","14,29","5296,40",0
8915,16,2022-S01,"348180,00","5128,00","28126,00","1472,80","18,23","8078,01",0
8916,16,2022-S02,"348180,00","6504,00","26647,00","1868,00","24,41","7653,23",0
8917,16,2022-S03,"348180,00","11842,00","30483,00","3401,11","38,85","8754,95",0
8918,16,2022-S04,"348180,00","14024,00","30848,00","4027,80","45,46","8859,79",0
8919,17,2021-S52,"647080,00","6735,00","47106,00","1040,83","14,30","7279,78",0
8920,17,2022-S01,"647080,00","11682,00","69243,00","1805,34","16,87","10700,84",0
8921,17,2022-S02,"647080,00","13707,00","62293,00","2118,29","22,00","9626,79",0
8922,17,2022-S03,"647080,00","21754,00","64146,00","3361,87","33,91","9913,15",0
8923,17,2022-S04,"647080,00","25151,00","61234,00","3886,85","41,07","9463,13",0
8924,18,2021-S52,"296404,00","3089,00","18377,00","1042,16","16,81","6199,98",0
8925,18,2022-S01,"296404,00","5232,00","27703,00","1765,16","18,89","9346,37",0
8926,18,2022-S02,"296404,00","5989,00","24349,00","2020,55","24,60","8214,80",0
8927,18,2022-S03,"296404,00","8057,00","24110,00","2718,25","33,42","8134,17",0
8928,18,2022-S04,"296404,00","9102,00","23432,00","3070,81","38,84","7905,43",0
8929,19,2021-S52,"240336,00","2605,00","16873,00","1083,90","15,44","7020,59",0
8930,19,2022-S01,"240336,00","4413,00","25461,00","1836,18","17,33","10593,92",0
8931,19,2022-S02,"240336,00","5418,00","23398,00","2254,34","23,16","9735,54",0
8932,19,2022-S03,"240336,00","7566,00","22157,00","3148,09","34,15","9219,18",0
8933,19,2022-S04,"240336,00","8373,00","21409,00","3483,87","39,11","8907,95",0
8934,21,2021-S52,"532886,00","6673,00","44223,00","1252,24","15,09","8298,77",0
8935,21,2022-S01,"532886,00","13014,00","68796,00","2442,17","18,92","12910,08",0
8936,21,2022-S02,"532886,00","16125,00","62392,00","3025,98","25,84","11708,32",0
8937,21,2022-S03,"532886,00","20978,00","59083,00","3936,68","35,51","11087,36",0
8938,21,2022-S04,"532886,00","18443,00","49044,00","3460,97","37,61","9203,47",0
8939,22,2021-S52,"596186,00","5956,00","41655,00","999,02","14,30","6986,91",0
8940,22,2022-S01,"596186,00","10999,00","64827,00","1844,89","16,97","10873,62",0
8941,22,2022-S02,"596186,00","12144,00","53836,00","2036,95","22,56","9030,07",0
8942,22,2022-S03,"596186,00","16928,00","52186,00","2839,38","32,44","8753,31",0
8943,22,2022-S04,"596186,00","18738,00","49514,00","3142,98","37,84","8305,13",0
8944,23,2021-S52,"116270,00","1100,00","6895,00","946,07","15,95","5930,16",0
8945,23,2022-S01,"116270,00","1938,00","11612,00","1666,81","16,69","9987,10",0
8946,23,2022-S02,"116270,00","2262,00","10437,00","1945,47","21,67","8976,52",0
8947,23,2022-S03,"116270,00","2937,00","9712,00","2526,02","30,24","8352,97",0
8948,23,2022-S04,"116270,00","3561,00","9758,00","3062,70","36,49","8392,53",0
8949,24,2021-S52,"408393,00","4394,00","25599,00","1075,92","17,16","6268,23",0
8950,24,2022-S01,"408393,00","7291,00","37484,00","1785,29","19,45","9178,41",0
8951,24,2022-S02,"408393,00","7478,00","31646,00","1831,08","23,63","7748,91",0
8952,24,2022-S03,"408393,00","11275,00","31887,00","2760,82","35,36","7807,92",0
8953,24,2022-S04,"408393,00","13765,00","32309,00","3370,53","42,60","7911,25",0
8954,25,2021-S52,"539449,00","6917,00","43775,00","1282,23","15,80","8114,76",0
8955,25,2022-S01,"539449,00","12917,00","65697,00","2394,48","19,66","12178,54",0
8956,25,2022-S02,"539449,00","16792,00","64811,00","3112,81","25,91","12014,30",0
